,userId,postId,eventId
190,50024211189509985,768404236884221952,2
191,18749533577950382,768404236884221952,2
192,18332694984361127,768404236884221952,2
193,18537268551983591,768404236884221952,2
194,18400888118151729,768404236884221952,2
195,18671828591829978,768404236884221952,2
196,18481135995440304,768404236884221952,2
197,18487732977386022,768404236884221952,2
198,50024211189509985,768411620846735360,2
199,18572857620677400,768404236884221952,2
200,18520449026736752,768404236884221952,2
201,35842149757172083,768404236884221952,2
202,37189845039088571,768388758014398464,2
203,18606449069264273,768386024240545792,2
204,33792860132424019,768404236884221952,2
205,18432905196978331,768404236884221952,2
206,39941295972521122,768404236884221952,2
207,18606449069264273,768386024240545792,2
208,18606449069264273,768269643868241920,2
209,18699098956636835,768404236884221952,2
210,18399849061661984,768404236884221952,2
211,18575467263148123,768411425383780352,2
212,18500472928321941,768404236884221952,2
213,34533373017013009,768404236884221952,2
214,18505473431818236,768385207584391168,2
215,18500336979135799,768404236884221952,2
216,34011127208700888,768364650455867392,2
217,26839646736671650,768395614533419008,2
218,52921341768847718,768410503300227072,2
219,35263807592759806,768364002746277888,2
220,18795420656722772,768386024240545792,2
221,48099304203588963,768363646420746240,2
222,18493683242483887,768403944257585152,2
223,18652916023157520,768386024240545792,2
224,18592687010726798,768407181981257728,2
225,36187651759618978,768388758014398464,2
226,18478610404724119,768407807660359680,2
227,18663195957915857,768363646420746240,2
228,31636178468520367,768404236884221952,2
229,37057509653906419,768404236884221952,2
230,18522949864768007,768421995873542144,2
231,16424732288187723,768421128774057984,2
232,35411597379666864,768367652129869824,2
233,18594326086262901,768403944257585152,2
234,31790428056922983,768405119107301376,2
235,18575496988434460,768380014698303488,2
236,17860429843600010,768388758014398464,2
237,18423627268604234,768179254107283456,2
238,40718169344787091,767851685389930496,2
239,47826813716501642,768404236884221952,2
240,26747460072181587,768380014698303488,2
241,18569952030212464,768421128774057984,2
242,18139756094367178,768421128774057984,2
243,18525525011975279,768405119107301376,2
244,34920090110486672,768380014698303488,2
245,44171150008468121,768388758014398464,2
246,18139756094367178,768380014698303488,2
247,18126042495265741,768402752620699648,2
248,18510161175224871,768388758014398464,2
249,36235610051013007,768386024240545792,2
250,48113429393616180,768173753201463296,2
251,18522552453155846,768405119107301376,2
252,23450863798763553,768156358005100544,2
253,24992626640076852,768386024240545792,2
254,38700390202388170,768380014698303488,2
255,18440160533652389,768404236884221952,2
256,18337271189178246,768411425383780352,2
257,38902940952342506,768404236884221952,2
258,18312368638232727,768388758014398464,2
259,18488841441496643,768411620846735360,2
260,18701914125755224,768367652129869824,2
261,18516889450696383,768363646420746240,2
262,35157257620765451,768378994342207488,2
263,52048347855296093,768377155141468160,2
264,36538943687060181,768378994342207488,2
265,52048347855296093,768386024240545792,2
266,35179370366593437,768379173401239552,2
267,48464358990124192,768388758014398464,2
268,18352621330205559,768405119107301376,2
269,32032358149859966,768388758014398464,2
270,34555467875123405,768404236884221952,2
271,18437204989821324,768404236884221952,2
272,18245228463219789,768411425383780352,2
273,35282965869312565,768426483615244288,2
274,22302117141803290,768404236884221952,2
275,32648852279863955,768413779957620736,2
276,53491396453051792,768404236884221952,2
277,18400563275598052,768403678894362624,2
278,18701009546244529,768380014698303488,2
279,18506746765889321,768402752620699648,2
280,37516789437918027,767845602093670400,2
281,18351198200760694,768388758014398464,2
282,17991495769721870,768404236884221952,2
283,18505473431818236,768388758014398464,2
284,18487647166120917,768386024240545792,2
285,18482518977520306,768402752620699648,2
286,18429210026688917,768388758014398464,2
287,18606827044212050,768411425383780352,2
288,52679145022507259,768364002746277888,2
289,33810192347117959,768421995873542144,2
290,34375430474524761,768380014698303488,2
291,48295889655011294,768404236884221952,2
292,18744411504894428,768338450183847936,2
293,18927734347916253,768380014698303488,2
294,48340202215616392,768376585341075456,2
295,31481963390616126,768138345696595968,2
296,18126042495265741,768414065392590848,2
297,18772836308891333,768378994342207488,2
298,36187931879106989,768388758014398464,2
299,36187931879106989,768371741588852736,2
300,53024484584281457,768404236884221952,2
301,18744411504894428,768378994342207488,2
302,36187931879106989,768385207584391168,2
303,17778101085606353,768378994342207488,2
304,18476637653943217,768386024240545792,2
305,34201540180798411,768219652181164032,2
306,18443787056562653,768404236884221952,2
307,32194507670470827,768404236884221952,2
308,17778101085606353,768388758014398464,2
309,18635873567249954,768402752620699648,2
310,18035556302530953,767773947836633088,2
311,18523220266558168,768404236884221952,2
312,18245228463219789,768385207584391168,2
313,18585362827157796,768421128774057984,2
314,29847227886676151,768378994342207488,2
315,37237118925486184,768404236884221952,2
316,18437332365844793,768404236884221952,2
317,45664378893020653,768380014698303488,2
318,18474439078682910,768269881980882944,2
319,49955164386202913,768404236884221952,2
320,18472923625267970,768406742476918784,2
321,48113429393616180,768363646420746240,2
322,35374850525838159,768386024240545792,2
323,18501241602687149,768363883390533632,2
324,18622539830253579,768380014698303488,2
325,18557875426021183,768367652129869824,2
326,18501241602687149,768179254107283456,2
327,18336041236793026,768380014698303488,2
328,20354819127675981,768404236884221952,2
329,18744411504894428,768385207584391168,2
330,17299849344774849,768404236884221952,2
331,17961179739662066,768380014698303488,2
332,25682799973820241,768037137921216512,2
333,42980833922821392,768380014698303488,2
334,18744411504894428,768405119107301376,2
335,17961179739662066,768421128774057984,2
336,51040351804108328,768380014698303488,2
337,20607040430399132,768407481192513536,2
338,37014727817378595,768093896218214400,2
339,17890989226390624,768388758014398464,2
340,48060403940240961,768410406290169856,2
341,18744411504894428,768380014698303488,2
342,18592687010726798,768380014698303488,2
343,40811922923406250,768388758014398464,2
344,19347720708966964,768363646420746240,2
345,21967966566273441,768380014698303488,2
346,18517832182644774,768411425383780352,2
347,18701084628480031,768412684891955200,2
348,27573480004444920,768380014698303488,2
349,18584446587487220,768380014698303488,2
350,18517832182644774,768386024240545792,2
351,29040532321615445,768376585341075456,2
352,18404635439368381,768380014698303488,2
353,52197339276985003,768421128774057984,2
354,35411597379666864,768415314506653696,2
355,52537823064180835,768404236884221952,2
356,32837391058911450,768380014698303488,2
357,18525513469764538,768404236884221952,2
358,18667159745863908,768386024240545792,2
359,18504317091029091,768380014698303488,2
360,20136549842051221,768386024240545792,2
361,18439672517739039,768415314506653696,2
362,18378659796467595,768404236884221952,2
363,37014727817378595,768173753201463296,2
364,18436248471707840,768396265408143360,2
365,18591977343926555,768376585341075456,2
366,36439287185750291,768421128774057984,2
367,18591099229684311,768380014698303488,2
368,18115499075380289,768404236884221952,2
369,31844517975606204,768404236884221952,2
370,47698681582011107,768411620846735360,2
371,18560992955715197,768415473596604416,2
372,18422691716768715,768269533428023296,2
373,18506899911462332,768404236884221952,2
374,18497199048346742,768404236884221952,2
375,31726387593685701,768380014698303488,2
376,35530359048452694,768380014698303488,2
377,18328265535883661,768404236884221952,2
378,21515836072784324,768363646420746240,2
379,51358536196658575,768411425383780352,2
380,18404427081563544,768380014698303488,2
381,18457106450336905,768378994342207488,2
382,41933925839487506,768380014698303488,2
383,18479061858635446,768388758014398464,2
384,32912290895833797,768403678894362624,2
385,44171150008468121,768367652129869824,2
386,45350877908910411,768404236884221952,2
387,18348364339971081,768380014698303488,2
388,17778101085606353,768377155141468160,2
389,35206106650458164,768403678894362624,2
390,18565950670741701,768404236884221952,2
391,18667159745863908,768380014698303488,2
392,18458498545078119,768380014698303488,2
393,18060580544122440,768404236884221952,2
394,40340032751616885,768405554025701376,2
395,17778101085606353,768386024240545792,2
396,17778101085606353,768404236884221952,2
397,18520662382333783,768380014698303488,2
398,18527853100257069,768380014698303488,2
399,18615156333728024,768388758014398464,2
400,51013736254581939,768404236884221952,2
401,26839646736671650,768394337430765568,2
402,18587829683474333,768364002746277888,2
403,18518132216939082,768388758014398464,2
404,34277034938284785,768404236884221952,2
405,36188021137041851,768046515281858560,2
406,22604703396441703,768404236884221952,2
407,51013736254581939,768376585341075456,2
408,35524414666914125,768415314506653696,2
409,18591977343926555,768386024240545792,2
410,18513311124538104,768421128774057984,2
411,18440705166918522,768363646420746240,2
412,18139756094367178,768386024240545792,2
413,48045820640931759,768426483615244288,2
414,19588913918266895,768388758014398464,2
415,18796328593011714,768386024240545792,2
416,18594326086262901,768388758014398464,2
417,18594326086262901,768388758014398464,2
418,18490379040047946,768388758014398464,2
419,19588913918266895,768377155141468160,2
420,51734078229266528,768137726776709120,2
421,19043755688587393,768386024240545792,2
422,34180777067375134,768376585341075456,2
423,17769129000637110,768388758014398464,2
424,18524030290468877,768402752620699648,2
425,34207063422697667,768363646420746240,2
426,27568911677579779,768338450183847936,2
427,34646091240782090,768385207584391168,2
428,50102693943749779,768154666752675840,2
429,18471378971902090,768400246678622208,2
430,18977321616797950,767898532310130688,2
431,18381920648136892,768386024240545792,2
432,18494384395636306,768378994342207488,2
433,18471003847773342,768363646420746240,2
434,34927669155889349,768404236884221952,2
435,47665376737012740,768404236884221952,2
436,18126042495265741,768386024240545792,2
437,18675593950142876,768380014698303488,2
438,17956297547524782,768380014698303488,2
439,18618968060322962,768380014698303488,2
440,18501241602687149,768367652129869824,2
441,31076177798440979,768404236884221952,2
442,49783104585548557,768363646420746240,2
443,18556623201881649,768368773852528640,2
444,36802276001481667,768380014698303488,2
445,18522474100925197,768421995873542144,2
446,32200674397307256,768414065392590848,2
447,18480276331405422,768404236884221952,2
448,49943659619987054,767658348966019072,2
449,35970471775386075,768404236884221952,2
450,17771650985300182,768404236884221952,2
451,28273503398411752,768400112259567616,2
452,34431715550069378,768364002746277888,2
453,18434917349564505,768380014698303488,2
454,18419401112011317,768388758014398464,2
455,40863272104072226,768411620846735360,2
456,40790027935106044,768388758014398464,2
457,34011127208700888,768376585341075456,2
458,18567539197857395,768378994342207488,2
459,18441623590773719,768378994342207488,2
460,18442075975565426,768363646420746240,2
461,18430309286659034,768367652129869824,2
462,18413124463207309,768126684365459456,2
463,35788828908153768,768412684891955200,2
464,18413124463207309,768133562977882112,2
465,35834259228754008,768179254107283456,2
466,51009062299714535,768412579765919744,2
467,20773205706651402,768168355323150336,2
468,18950652684267653,768411425383780352,2
469,18341614388078275,768367652129869824,2
470,18475733866619430,768378994342207488,2
471,18471899683999449,768402752620699648,2
472,34725169320651319,768404236884221952,2
473,18386637521267174,768404236884221952,2
474,18706740191551754,768386024240545792,2
475,18756297681925110,768421128774057984,2
476,34282058065865342,768363646420746240,2
477,35345837440841827,768412579765919744,2
478,31784859871947451,768412579765919744,2
479,18519994397990913,768156358005100544,2
480,35269885715233598,768407181981257728,2
481,18701914125755224,768363646420746240,2
482,30300554200497490,768388758014398464,2
483,18525822680146405,768404236884221952,2
484,18025545504984941,768406742476918784,2
485,18531879940890982,768385207584391168,2
486,18438181024285654,768404236884221952,2
487,26933506808668731,768371534072094720,2
488,18269261297191864,768380014698303488,2
489,33813243472591330,768380014698303488,2
490,29037635019680248,768380014698303488,2
491,18324165568587014,768380014698303488,2
492,48047077282721321,768380014698303488,2
493,18075067488479137,768380014698303488,2
494,27450666372233186,768404236884221952,2
495,34078957762722757,768380014698303488,2
496,40344459862557416,768380014698303488,2
497,31306689812048531,768380014698303488,2
498,34098251460149775,768380014698303488,2
499,39815400741902156,768363646420746240,2
500,18488274347737237,768380014698303488,2
501,18496808462175828,768380014698303488,2
502,49783104585548557,768386024240545792,2
503,35157257620765451,768380014698303488,2
504,43052443231273082,768380014698303488,2
505,43861015385780200,768386024240545792,2
506,19031707325707669,768386024240545792,2
507,17894042952336676,768421128774057984,2
508,18593966537428016,768338450183847936,2
509,18593966537428016,768179254107283456,2
510,18564882016608297,767798706893463552,2
511,52048347855296093,768371449816289280,2
512,32788436995221516,768388758014398464,2
513,25195667542377711,768364002746277888,2
514,38535603867041973,768363646420746240,2
515,48604694832977804,768363646420746240,2
516,50102693943749779,768367652129869824,2
517,35880980241922889,768413779957620736,2
518,37883709724246988,768386024240545792,2
519,41047837823118448,768404236884221952,2
520,18438395074298829,768363646420746240,2
521,18442075975565426,768338450183847936,2
522,18479986417713663,768404236884221952,2
523,34111467074828497,768426483615244288,2
524,18439751249019539,768219652181164032,2
525,48045820640931759,768414065392590848,2
526,48045820640931759,767694131303251968,2
527,18591209382334392,768421128774057984,2
528,34721525781195673,768380014698303488,2
529,17842640074380192,768404236884221952,2
530,18485942684066472,768388758014398464,2
531,18475081793650729,768421128774057984,2
532,52537823064180835,768380014698303488,2
533,18140916401121745,768388758014398464,2
534,54104619520863455,768380014698303488,2
535,38069989010282134,768405119107301376,2
536,18517832182644774,768363646420746240,2
537,18523253001798002,768404236884221952,2
538,18602753741688761,768363646420746240,2
539,17778101085606353,768377063296602112,2
540,31583175491371879,768404236884221952,2
541,38337705878138443,768403944257585152,2
542,13707117667274613,768379726193102848,2
543,18491020044783105,768404236884221952,2
544,18502148005413176,768367652129869824,2
545,18516818294842362,768411425383780352,2
546,31533283705503677,768404236884221952,2
547,47327713358463885,768380014698303488,2
548,31938606172416787,768380014698303488,2
549,18498430212350472,768421128774057984,2
550,18601444229898528,768388758014398464,2
551,18430788051520916,768380014698303488,2
552,31784859871947451,768421128774057984,2
553,18471899683999449,768404236884221952,2
554,35001108175993825,768421128774057984,2
555,38156033409106941,768380014698303488,2
556,18500929078010608,768380014698303488,2
557,18471899683999449,768414065392590848,2
558,47432234673548307,768388758014398464,2
559,19132329170952785,768156358005100544,2
560,40143473823684385,768411620846735360,2
561,18948958398571356,768376585341075456,2
562,19588913918266895,768402752620699648,2
563,18404427081563544,768405119107301376,2
564,31670504646164769,768363646420746240,2
565,18541733312840263,768404236884221952,2
566,35610047941917113,768364002746277888,2
567,35720192852179635,768380014698303488,2
568,31844539809868627,768421128774057984,2
569,35610047941917113,768421128774057984,2
570,18525525011975279,768376585341075456,2
571,41195923252882776,768380014698303488,2
572,36173639413086324,768405554025701376,2
573,18438330226418104,768404236884221952,2
574,32564608047197017,768386024240545792,2
575,38069989010282134,768421128774057984,2
576,18592208390562055,768421128774057984,2
577,18503978776372007,768114892308447232,2
578,18669218774245966,768380014698303488,2
579,18439672517739039,768380014698303488,2
580,18439328891784772,768363646420746240,2
581,18468862842487710,768380014698303488,2
582,31568976159622015,768404236884221952,2
583,33465680776341649,768380014698303488,2
584,48340202215616392,768388758014398464,2
585,49588511453392080,768043053291380736,2
586,18501241602687149,768404088225505280,2
587,34456660951919508,768380014698303488,2
588,35374584966316742,768380014698303488,2
589,36007165646825528,768380014698303488,2
590,33812333143687567,768380014698303488,2
591,18592208390562055,768386024240545792,2
592,18762202864302004,768388758014398464,2
593,18511381411504724,768404236884221952,2
594,19043070009816539,768168355323150336,2
595,18532406384509772,768380014698303488,2
596,34826315508908454,768380014698303488,2
597,33638336430549236,768363646420746240,2
598,48340202215616392,768385207584391168,2
599,31399116758989969,768380014698303488,2
600,49783104585548557,768388758014398464,2
601,18516528375906656,768404236884221952,2
602,18585801953496501,768404236884221952,2
603,51358536196658575,767881607405862912,2
604,18216700362959128,768380014698303488,2
605,18400563275598052,768380014698303488,2
606,45664378893020653,768363646420746240,2
607,19384729562401430,768386024240545792,2
608,18850531792515250,768388758014398464,2
609,18438589530873943,768404236884221952,2
610,34252510442979618,768388758014398464,2
611,45664378893020653,768173753201463296,2
612,52921341768847718,768402010782539776,2
613,34201762776705948,768363883390533632,2
614,37014727817378595,768388758014398464,2
615,34072881393777562,768173753201463296,2
616,31361825865410729,768400112259567616,2
617,52921341768847718,768415792608542720,2
618,48604694832977804,768388758014398464,2
619,38144900426864135,768363646420746240,2
620,52048347855296093,768377922487193600,2
621,18977321616797950,767899307472035840,2
622,19982164043936794,768421128774057984,2
623,18588613033708826,768380014698303488,2
624,20294657197369759,768380014698303488,2
625,18474872821891405,768404236884221952,2
626,18516782571701226,768404236884221952,2
627,38862985104430447,768404236884221952,2
628,43309688964427634,768404236884221952,2
629,18606449069264273,768269643868241920,2
630,18435131279526941,768411425383780352,2
631,36743243116740975,768404088225505280,2
632,18136742462826460,768404236884221952,2
633,33401660723052389,768404236884221952,2
634,27473651799881725,768404236884221952,2
635,18561477012999181,768404236884221952,2
636,32194507670470827,768404236884221952,2
637,18517110676374478,768404236884221952,2
638,35097694481318576,768404236884221952,2
639,17352716802126443,768404236884221952,2
640,18579925703184199,768363646420746240,2
641,33027902363549108,768404236884221952,2
642,18503072614305621,768364650455867392,2
643,18501241602687149,768393933944918016,2
644,18477984132481255,768380014698303488,2
645,19023252385035100,768388758014398464,2
646,31997694437698544,768378994342207488,2
647,30761477638400482,768380014698303488,2
648,36389759655033528,768410406290169856,2
649,18534903672062586,768386024240545792,2
650,31830019084331786,768386024240545792,2
651,18437278574944566,768404236884221952,2
652,31974371489399190,768173753201463296,2
653,18446309043323063,768404236884221952,2
654,18416394577232540,768421128774057984,2
655,18439328891784772,768376585341075456,2
656,18341614388078275,768363883390533632,2
657,18035556302530953,768426483615244288,2
658,18658650590929724,768404236884221952,2
659,47798964068762522,768363646420746240,2
660,18516302556930522,768404088225505280,2
661,18501241602687149,768376585341075456,2
662,18420989607923100,768380014698303488,2
663,18518702124027808,768388758014398464,2
664,18518702124027808,768386024240545792,2
665,18501241602687149,768363201105104896,2
666,50679833761388257,768380014698303488,2
667,48340202215616392,768366734256771072,2
668,18744411504894428,768365171243188224,2
669,32694349751331549,768404236884221952,2
670,36105249972191411,768380014698303488,2
671,18605751253721818,768380014698303488,2
672,18501241602687149,768338450183847936,2
673,42449291573412657,767851685389930496,2
674,18744411504894428,768376585341075456,2
675,36187931879106989,768376585341075456,2
676,18473997371821266,768388758014398464,2
677,35469618539870737,768030641838333952,2
678,31458502497478928,768380014698303488,2
679,18128034303125527,768043053291380736,2
680,49500499315213075,768363646420746240,2
681,18426742908764755,768388758014398464,2
682,18442075975565426,768367652129869824,2
683,21657542855131040,768367652129869824,2
684,18439751249019539,768367652129869824,2
685,18035556302530953,768380014698303488,2
686,32664951802707230,768380014698303488,2
687,18405653845485892,767664243265376256,2
688,24229672828190908,768380014698303488,2
689,18613159203835335,768386024240545792,2
690,33720408016305452,768380014698303488,2
691,21657542855131040,768179254107283456,2
692,37057509653906419,768388758014398464,2
693,18525525011975279,768380014698303488,2
694,28121769763028553,768411620846735360,2
695,48693752640804137,768421128774057984,2
696,35215727765174942,768421128774057984,2
697,41081685389842380,768421862066855936,2
698,18525525011975279,768179254107283456,2
699,18793973717808740,768379173401239552,2
700,18525525011975279,768219652181164032,2
701,21657542855131040,768380014698303488,2
702,18589583533253371,768380014698303488,2
703,18589583533253371,768386024240545792,2
704,35145240888115506,768380014698303488,2
705,52921341768847718,768269764492230656,2
706,48099304203588963,768385207584391168,2
707,18396434059602572,768386024240545792,2
708,16053779651982546,768203571360669696,2
709,18880535151895423,768411425383780352,2
710,31843483079556299,768403944257585152,2
711,18663105761506171,768378994342207488,2
712,18517266949849618,768378994342207488,2
713,32186752836250161,768386024240545792,2
714,37014727817378595,768363646420746240,2
715,18418502092049412,768378994342207488,2
716,18490811016400532,768386024240545792,2
717,32112269444432412,768415314506653696,2
718,23450863798763553,768179254107283456,2
719,18516621277897239,768421995873542144,2
720,18443300686373509,768388758014398464,2
721,18519054817272514,768421995873542144,2
722,18663195957915857,768386024240545792,2
723,17804868215181477,768388758014398464,2
724,34011127208700888,768385207584391168,2
725,19508040388483228,768376585341075456,2
726,18412807655891014,768386024240545792,2
727,18606449069264273,768403944257585152,2
728,18500562116256237,768404236884221952,2
729,53464046973441668,768404236884221952,2
730,34011127208700888,768179254107283456,2
731,18124230802613300,768404236884221952,2
732,18386218472803215,768404236884221952,2
733,37741793396343772,768404236884221952,2
734,36320159839775476,768338450183847936,2
735,18509347696791006,768388758014398464,2
736,52001498889950575,768415314506653696,2
737,19588913918266895,768386024240545792,2
738,18620759603549508,768376585341075456,2
739,31983526460467205,768380014698303488,2
740,18510273405108344,768380014698303488,2
741,37601862232523674,768426483615244288,2
742,35254739973138777,768388758014398464,2
743,18571379750063986,768386024240545792,2
744,18485365949440629,768043053291380736,2
745,18537289843065186,768403944257585152,2
746,34289058382559654,768404236884221952,2
747,53500127054114485,768179254107283456,2
748,18837472105346261,768404236884221952,2
749,18436034188398271,768421128774057984,2
750,18413124463207309,768366997504499712,2
751,18503978776372007,768413779957620736,2
752,18805775998531068,768363646420746240,2
753,33242893096206251,768386024240545792,2
754,34876961542013469,768411425383780352,2
755,52921341768847718,768410503300227072,2
756,18497827489563555,768179254107283456,2
757,18663758278816573,768386024240545792,2
758,18458498545078119,768378994342207488,2
759,18850599031661435,768380014698303488,2
760,44575236048203181,768404236884221952,2
761,42895571053156223,768380014698303488,2
762,21061749364618087,768380014698303488,2
763,18468388174405832,768380014698303488,2
764,40249654602864307,768380014698303488,2
765,18505550819083191,768138894551261184,2
766,18476517113045696,768421128774057984,2
767,18570898571119668,768421128774057984,2
768,34260598931811058,768421128774057984,2
769,18519309251093197,768404236884221952,2
770,18876740592874870,768421128774057984,2
771,36450617225281805,768204651267493888,2
772,18619709609875379,768421128774057984,2
773,33810192347117959,768421128774057984,2
774,53399420056612687,768421128774057984,2
775,18606449069264273,768414065392590848,2
